name,ticker,industry
Music Acquisition,TMAC,Unclassified
Timber Pharmaceuticals,TMBR,Medical - Biomedical and Genetics
Titan Medical,TMDI,Medical Instruments Manufacturing
TransMedics,TMDX,Medical Instruments Manufacturing
Tencent Music Entertainment Group,TME,Internet Content
Taylor Morrison Home,TMHC,Building - Residential and Commercial
Tastemaker Acquisition,TMKR,Unclassified
Thermo Fisher Scientific,TMO,Medical Instruments Manufacturing
Tompkins Financial,TMP,Banks - Northeast
Turmeric Acquisition,TMPM,Unclassified
Trilogy Metals,TMQ,Mining - Miscellaneous
Timken Steel,TMST,Steel Producers
Spartacus Acquisition,TMTS,Unclassified
T-Mobile US,TMUS,Wireless - National Providers
Terminix Global Holdings,TMX,Industrial Services
Tennant,TNC,General Industrial Machinery
Tandem Diabetes Care,TNDM,Medical Instruments Manufacturing
TriNet,TNET,Outsourcing Services
Teekay Tankers,TNK,Transportation - Shipping
Travel + Leisure,TNL,Leisure & Recreation Services
Tsakos Energy Navigation,TNP,Transportation - Shipping
Tonix Pharmaceuticals Holding,TNXP,Medical - Drug Manufacturing
Toll Brothers,TOL,Building - Residential and Commercial
TOMI Environmental Solutions,TOMZ,Waste Removal Services
TOP Ships,TOPS,Transportation - Shipping
TOTAL SE,TOT,Oil & Gas - International Integrated
Tuniu,TOUR,Internet Content
Towne Bank,TOWN,Banks - Southeast
Turning Point Brands,TPB,Tobacco Products
Tutor Perini,TPC,Building - Heavy Construction
TRIBUNE PUBLISHING CO,TPCO,Broadcasting - Radio & TV
TPG Pace Solutions,TPGS,UNCLASSIFIED
TPG Pace Beneficial Finance,TPGY,Unclassified
Tri Pointe Homes,TPH,Building - Residential and Commercial
Trinity Place Holdings,TPHS,Real Estate Operations
TPI Composites,TPIC,Industrial Services
Texas Pacific Land,TPL,Other Alternate Energy
Tapestry,TPR,Retail - Apparel & Shoes
Turning Point Therapeutics,TPTX,Medical - Drug Manufacturing
TriplePoint Venture Growth BDC,TPVG,Finance - SBIC & Commercial
Tempur Sealy,TPX,Retail - Home Furnishings
Tootsie Roll Industries,TR,Food Items - Confectionery
Tejon Ranch Co,TRC,Real Estate Operations
Torchlight Energy Resources,TRCH,Oil & Gas - US Exploration and Production
Trebia Acquisition,TREB,Unclassified
Trecora Resources,TREC,Chemicals - Diversified
LendingTree,TREE,Finance - Mortgages and Related Services
Trex,TREX,Building Products - Wood
Targa Resources,TRGP,Oil Refining & Marketing MLP
Tabula Rasa Healthcare,TRHC,Medical Information Systems
Thomson Reuters Corp,TRI,Technology Services
Trinity Biotech,TRIB,Medical Products Manufacturing
Trillium Therapeutics,TRIL,Medical - Drug Manufacturing
Trinity Capital,TRIN,Finance - SBIC & Commercial
TripAdvisor,TRIP,Internet Commerce
Triterras,TRIT,Financial Transaction Services
Trimble,TRMB,Electrical Products - Miscellaneous
TORM,TRMD,Transportation - Shipping
Trustmark,TRMK,Banks - Southeast
Tremont Mortgage Trust,TRMT,Finance - Miscellaneous Services
Trinity Industries,TRN,Transportation - Equipment & Leasing
Terreno Realty,TRNO,REIT - Other Equity Trusts
Transcat,TRNS,Control Instruments Manufacturing
T Rowe Price,TROW,Finance - Investment Management
Tronox Holdings,TROX,Chemicals - Diversified
TC Energy,TRP,Other Alternate Energy
Turquoise Hill Resources,TRQ,Mining - Miscellaneous
TriMas,TRS,Metal Processing & Fabrication
TrustCo Bank Corp NY,TRST,Banks - Northeast
Trio-Tech,TRT,Electrical Measuring Instruments
Triton,TRTN,Transportation - Equipment & Leasing
TPG RE Finance Trust,TRTX,Real Estate Operations
TransUnion,TRU,Business Information Services
TrueCar,TRUE,Internet Services
Trupanion,TRUP,Insurance - Accident & Health
Travelers,TRV,"Property, Casualty and Title Insurance"
Trivago ADS,TRVG,Internet Services
Trevi Therapeutics,TRVI,Medical - Biomedical and Genetics
Trevena,TRVN,Medical - Biomedical and Genetics
Tanzanian Gold,TRX,Gold Miners
Tenaris S.A,TS,Steel - Pipe & Tubes
Timberland Bancorp,TSBK,Finance - Savings & Loans
TriState Capital Holdings,TSC,Banks - Northeast
Tractor Supply,TSCO,Retail - Miscellaneous & Diversified
Trinseo S.A,TSE,Chemicals - Plastics
Tower Semiconductor,TSEM,Semiconductors
Taysha Gene Therapies,TSHA,Medical - Generic Drugs
TS Innovation Acquisitions,TSIA,Auto & Truck Original Equipment Manufacturers
Tishman Speyer Innovation II,TSIB,UNCLASSIFIED
Tesla,TSLA,Auto Manufacturers - Domestic
Sixth Street Specialty Lending,TSLX,Finance - Mortgages and Related Services
Taiwan Semiconductor Manufacturing,TSM,Semiconductor - Fabrication Foundries
Tyson Foods,TSN,Food Items - Meat Products
Townsquare Media,TSQ,Broadcasting - Radio & TV
TSR,TSRI,Computer - Services
Trane Technologies,TT,Technology Services
Toro,TTC,Tools - Hand Held
Tattooed Chef,TTCF,Consumer Products - Misc. Discretionary
Trade Desk,TTD,Internet Services
TeleTech Holdings,TTEC,Technology Services
Tetra Tech,TTEK,Pollution Control Equipment & Services
TechTarget,TTGT,Internet Content
Tetra Technologies,TTI,Oil & Gas - Field Services
Tata Motors,TTM,Auto Manufacturers - Foreign
TTM Technologies,TTMI,Miscelleneous Electrical Components
Titan Pharmaceuticals,TTNP,Medical - Biomedical and Genetics
T2 Biosystems,TTOO,Medical Instruments Manufacturing
Take-Two Interactive Software,TTWO,"Toys, Games and Hobby Products"
TELUS,TU,Diversified Communication Services
Tufin Software Technologies,TUFN,Technology Services
Tupperware Brands,TUP,Consumer Products - Misc. Discretionary
Harris & Harris,TURN,Engineering - Research & Development Services
Mammoth Energy Services,TUSK,Oil & Gas - Field Services
Tuya,TUYA,Internet Software
Grupo Televisa S.A,TV,Broadcasting - Radio & TV
Thayer Ventures Acquisition,TVAC,Unclassified
Travere Therapeutics,TVTX,Medical - Biomedical and Genetics
Healthways,TVTY,Medical Services
Tradeweb Markets,TW,Finance - Investment Banks
TWC Tech Holdings II,TWCT,Unclassified
Titan,TWI,Farm Machinery
Twin Disc,TWIN,General Industrial Machinery
Twilio,TWLO,Internet Software
Tailwind Acquisition,TWND,Internet Software
Hostess Brands,TWNK,Food Items - Confectionery
Two Harbors Investments Corp,TWO,REIT - Mortgage Trusts
Two,TWOA,Unclassified
2U,TWOU,Internet Software
Twist Bioscience,TWST,Medical - Biomedical and Genetics
Twitter,TWTR,Internet Software
Ternium S.A,TX,Steel Producers
10x Genomics,TXG,Medical Information Systems
TherapeuticsMD,TXMD,Medical - Drug Manufacturing
Texas Instruments,TXN,Semiconductor - General
Texas Roadhouse,TXRH,Retail - Food & Restaurants
Textron,TXT,Aerospace and Defense General
SHINECO INC,TYHT,Medical - Drug Manufacturing
Tyler Technologies,TYL,Business Software Services
Tyme Technologies,TYME,Medical - Drug Manufacturing
Travelzoo,TZOO,Internet Commerce
TZP Strategies Acquisition,TZPS,Unclassified
Unity Software,U,Internet Software
Under Armour,UA,Textile - Apparel Manufacturing
Under Armour,UAA,Textile - Apparel Manufacturing
United Airlines Holdings Inc,UAL,Transportation - Airlines
United States Antimony,UAMY,Mining - Non-Ferrous
"CVR Partners, LP",UAN,Fertilizer Manufacturers
"AGEAGLE AERIAL SYSTEMS, INC",UAVS,Agricultural Operations
Urstadt Biddle Properties,UBA,REIT - Retail Equity Trusts
United Bancorp,UBCP,Banks - Midwest
Uber Technologies,UBER,Internet Services
United Security Bancshares,UBFO,Banks - West
United Bancshares,UBOH,Banks - Midwest
Urstadt Biddle Properties,UBP,REIT - Retail Equity Trusts
UBS Group AG,UBS,Banks - Foreign
United Bankshares,UBSI,Banks - Southeast
UNITY Biotechnology,UBX,Medical - Biomedical and Genetics
United Community Banks,UCBI,Banks - Northeast
UCloudlink Group,UCL,Business Information Services
Ultra Clean Holdings,UCTT,Electronics - Manufacturing Machinery
United Dominion Realty Trust,UDR,REIT - Residential Equity Trusts
Urban Edge Properties,UE,REIT - Retail Equity Trusts
Uranium Energy,UEC,Mining - Miscellaneous
Universal Electronics,UEIC,Electrical Products - Miscellaneous
Net 1 UEPS Technologies,UEPS,Protection - Safety Equipment & Services
Unique Fabricating,UFAB,Auto & Truck Original Equipment Manufacturers
United Fire,UFCS,"Property, Casualty and Title Insurance"
Unifi,UFI,Textile - Mill Products
UFP Industries,UFPI,Building Products - Wood
UFP Technologies,UFPT,Containers - Paper & Plastic
Domtar,UFS,Paper & Paper Products
United-Guardian,UG,Medical Products Manufacturing
UGI,UGI,Utility - Natural Gas Distribution
Ultrapar Participacoes S.A,UGP,Oil & Gas - Production and Pipelines
Urban-gro,UGRO,Farm Machinery
Amerco,UHAL,Transportation - Equipment & Leasing
Universal Health Services,UHS,Medical - Hospitals
Universal Health Realty Income Trust,UHT,REIT - Other Equity Trusts
Ubiquiti,UI,Wireless Equipment Manufacturers
United Insurance Holdings,UIHC,"Property, Casualty and Title Insurance"
Unisys,UIS,Information Technology Services
Ucommune,UK,Real Estate Operations
Unilever,UL,Soap and Cleaning Preparations
Ultralife,ULBI,Miscelleneous Electrical Components
Frontiers,ULCC,Transportation - Airlines
Universal Logistics Holdings,ULH,Transportation - Services
Ulta Beauty,ULTA,Retail - Miscellaneous & Diversified
UMB Financial,UMBF,Banks - Midwest
United Microelectronics,UMC,Semiconductors
UMH Properties,UMH,REIT - Residential Equity Trusts
Umpqua Holdings,UMPQ,Banks - West
Unico American,UNAM,Multi-Line Insurance Providers
Union Bankshares,UNB,Banks - Northeast
Unifirst,UNF,Uniforms & Related Apparel
United Natural Foods,UNFI,Food Items - Miscellaneous/Diversified
UnitedHealth Group,UNH,Medical - Health Maintenance Organizations
Uniti Group,UNIT,REIT - Other Equity Trusts
Unum Group,UNM,Insurance - Accident & Health
Union Pacific,UNP,Transportation - Rail
Unity Bancorp,UNTY,Banks - Northeast
Univar Solutions,UNVR,Chemicals - Diversified
Radio One,UONE,Broadcasting - Radio & TV
Radio One,UONEK,Broadcasting - Radio & TV
Universe Pharmaceuticals INC,UPC,Medical - Drug Manufacturing
Upland Software,UPLD,Internet Software
UPS,UPS,Transportation - Air Freight
Upstart Holdings,UPST,Information Technology Services
Upwork,UPWK,Internet Services
Urban Outfitters,URBN,Retail - Apparel & Shoes
Ur Energy Inc,URG,Mining - Miscellaneous
UROGEN PHARMA,URGN,Medical - Biomedical and Genetics
United Rentals,URI,Building & Construction Products - Misc.
"USA Compression Partners, LP",USAC,Oil Field Machinery & Equipment
USA Truck,USAK,Transportation - Truck
Universal Stainless & Alloy Products,USAP,Steel Producers
Americas Gold And Silver,USAS,Mining - Miscellaneous
USA Technologies,USAT,Computers - Integrated Systems
US Gold Corp,USAU,Gold Miners
U.S Bancorp,USB,Banks - Major Regional
U S Concrete,USCR,"Building - Cement, Concrete and Aggregates"
USD Partners LP,USDP,Transportation - Rail
U.S Energy,USEG,Oil & Gas - US Exploration and Production
